Datum,O_NO,O_NO2,O_PM10,D_RH,D_Temperature,D_NO,D_NO2,D_PM10,N_Pressure_[mbar],N_RH,N_Temperature,N_Percipitation,N_NO,N_NO2,N_PM10,N_WindSpeed,N_WinDir,N_O3,W_RH,W_Temperature,W_NO,W_NO2,W_PM10,W_WindSpeed,W_WinDir,S_RH,S_Temperature,S_NO,S_NO2,S_PM10,S_WindSpeed,S_WinDir,S_O3,dayofyear,year,weekdays_Friday,weekdays_Monday,weekdays_Saturday,weekdays_Sunday,weekdays_Thursday,weekdays_Tuesday,weekdays_Wednesday,months_Apr,months_Aug,months_Dec,months_Feb,months_Jan,months_Jul,months_Jun,months_Mar,months_May,months_Nov,months_Oct,months_Sep,season_fall,season_spring,season_summer,season_winter,S_Ox,N_Ox
2015-08-22,11.269433,24.600002,28.330885,70.585236,17.687021,21.907845,28.75443,27.003426,983.12714,68.71256,17.52181,0.0,2.2413719,19.020094,24.90606,0.886055,75.77021,40.25907,67.77082,17.672628,9.651278,22.70222,22.79373,0.42027393,225.09819,71.50973,17.700037,8.507489,24.287811,25.63606,0.53118503,193.15135,37.441128,234,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61.728939,59.279164
2015-08-23,4.8939962,17.37774,21.13482,60.392414,18.51045,12.196699,26.721567,19.944132,979.85455,60.80272,18.421936,0.0,0.75018203,13.679241,21.022099,0.9348845,156.69057,67.552216,58.458588,18.604845,3.2636611,19.464256,19.316954,0.40982184,198.2749,61.826263,18.522959,4.3127933,17.537209,20.95151,0.70295334,141.83205,63.175053,235,2015,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80.712262,81.231457
2015-08-24,5.3024116,13.745721,23.205017,76.19135,17.96321,5.3219266,16.366144,20.08867,975.9746,74.38633,17.825323,0.0,0.35299245,6.909,21.529697,0.54875124,157.8795,55.116184,71.96044,18.163126,0.79931074,9.026767,17.170807,0.526461,186.84448,75.82223,18.045557,0.9296381,9.24035,21.276613,0.7722075,144.49608,60.323814,236,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69.564164,62.025183999999996
2015-08-25,8.291083,17.554579,24.804909,70.13315,19.674765,11.874217,27.658865,23.027048,973.57227,70.73595,19.352648,0.002151416,3.5262322,14.063675,21.766748,0.77344185,155.94328,51.02197,67.83387,19.670637,6.446069,18.421389,18.900126,0.6201325,200.14362,71.5362,19.677164,6.1317163,18.704704,21.247936,0.8025333,182.01537,53.269398,237,2015,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71.974102,65.085645
2015-08-26,10.035884,24.108076,15.041795,77.59354,17.065462,13.162716,27.386408,13.303153,978.28864,75.598305,16.88953,0.039312147,3.1150084,22.422112,12.963062,1.1856066,221.75612,31.266155,72.612114,17.099768,4.4145737,23.09429,9.68798,0.8468637,187.12752,77.67205,17.064716,4.454012,24.410532,13.596948,1.0803128,234.55476,33.586838,238,2015,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57.997370000000004,53.688266999999996
2015-08-27,11.688483,22.731216,13.213065,66.16917,18.534637,17.741158,31.309307,13.369027,981.02545,64.37942,18.619947,0.0,2.978937,17.706167,13.775923,0.95713824,175.7148,48.935436,62.890987,18.658575,7.2903438,25.436834,11.536972,0.5103392,173.85223,67.131226,18.69184,13.970546,22.526842,11.541564,0.7085354,182.60652,44.21736,239,2015,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66.744202,66.641603
2015-08-28,19.380995,28.908955,27.215204,72.57845,20.654797,19.251348,36.12367,22.075228,977.7976,72.57291,20.581532,0.0,4.854958,17.386106,20.271435,0.7919905,110.37647,49.228054,69.02978,20.830513,7.5466795,26.108356,19.078638,0.49863625,171.86223,73.03299,20.618883,12.676457,24.332218,21.642874,0.75505537,119.55569,44.1907,240,2015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68.522918,66.61416
2015-08-29,19.18627,28.439157,28.494024,71.281654,23.268019,29.807272,35.89024,26.419325,978.6562,68.79006,23.79093,0.0020210247,5.1634727,21.387814,25.000889,0.9178459,118.86804,50.688572,67.21613,23.506865,13.489985,27.77204,22.808832,0.48368844,181.84674,73.664825,23.17179,11.97584,27.705086,22.69352,0.7708726,162.69759,42.34239,241,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.047476,72.076386
2015-08-30,6.3692446,24.826817,22.747145,66.4941,24.602228,14.027725,34.33831,27.675585,982.624,64.93362,24.993967,0.0,1.4596236,20.478697,22.774456,1.1809853,147.83252,69.09902,63.67805,24.518606,4.369784,27.693296,19.256292,0.45901453,189.99474,67.869835,24.626602,7.143781,27.254705,21.815529,0.53918123,191.38048,53.57148,242,2015,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80.82618500000001,89.57771699999999
2015-08-31,5.3671427,22.780317,28.90553,67.52789,24.239199,9.499615,35.39658,30.72133,981.03107,69.04931,24.1342,0.0,1.0242131,13.329004,27.117012,1.0685662,83.7452,76.133026,64.62684,24.161291,2.6728256,23.5508,24.391947,0.49103618,195.76685,69.08605,24.123186,3.9660268,21.550787,28.534906,0.76107043,171.20221,62.868465,243,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84.419252,89.46203
2015-09-01,15.289996,33.730804,38.007923,64.14156,24.336359,31.932201,49.640453,37.923546,976.01935,65.7423,24.277847,0.0,3.0128095,24.375473,31.79992,1.0143977,146.55115,68.808624,61.88596,24.242735,9.205403,32.205315,29.236252,0.45847046,228.46202,64.64321,24.246305,12.9865,30.029486,32.748642,0.7670667,153.44698,58.101147,244,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,88.13063299999999,93.184097
2015-09-02,14.774663,39.040783,32.10597,59.23822,24.212404,30.610662,51.2585,33.522926,971.09814,59.224197,24.729773,0.0,5.5213213,30.315916,28.616331,0.9493634,162.65994,77.45356,54.733032,24.501488,10.428396,33.173786,26.902819,0.5371008,209.98938,59.818893,23.869429,10.15011,33.827625,30.937927,0.7063978,166.62761,62.780083,245,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,96.607708,107.769476
2015-09-03,15.900487,32.58298,23.771004,69.260994,21.295858,24.006533,44.077522,21.95685,974.0656,72.16683,21.17761,0.35993433,0.9868397,15.583482,16.993584,0.7663331,199.39885,67.92726,66.11032,21.297989,1.9146606,16.930893,14.023391,1.0557021,212.30916,69.98632,21.099115,5.048594,22.841322,20.454176,1.0398508,157.8034,61.82103,246,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,84.662352,83.51074200000001
2015-09-04,12.720462,25.395216,20.531384,84.22241,18.019958,25.84583,39.292717,18.942793,974.32007,84.333244,17.982334,0.09335819,1.4305052,16.62327,16.107935,0.516985,138.1136,56.42567,82.56519,17.935621,3.3427706,20.38515,12.98598,0.47096038,240.90105,82.6999,18.243933,2.2747958,22.55327,16.351637,0.3918605,224.32857,36.27049,247,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,58.82376000000001,73.04894
2015-09-05,12.840961,23.145134,14.358926,70.98626,17.55466,15.962391,31.742956,11.014224,975.1697,70.35541,17.646322,0.084622175,1.0944117,13.864509,9.771807,0.9758844,220.02496,56.42567,65.79064,17.709818,1.807789,13.815928,5.270526,0.95450974,256.98224,74.26213,17.410938,3.9269178,20.852509,8.792879,0.9992345,224.83977,50.92858,248,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,71.781089,70.290179
2015-09-06,5.532155,15.664292,11.760167,85.21993,14.060932,11.736942,24.53013,7.398375,974.3193,85.45736,14.129913,0.48249802,0.37300915,7.8217635,10.732803,1.0279725,237.76042,61.281506,82.35145,14.107482,1.0935131,10.234364,6.269846,1.1153308,249.24188,87.247826,14.05412,0.55537194,10.392002,9.389082,0.92289996,218.28487,62.83848,249,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,73.230482,69.1032695
2015-09-07,3.39742,11.45705,8.354876,67.53363,13.344963,12.029875,20.981274,8.080934,978.6277,69.62755,13.296303,0.014733906,1.1273628,9.125564,10.286508,0.84157366,195.53297,48.26952,64.42567,13.452905,1.7024131,12.43131,6.6382484,0.73860955,251.87932,69.54789,13.561699,1.3714241,13.234018,9.606511,0.90614325,233.1298,44.702095,250,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,57.936113,57.395084
2015-09-08,12.008207,20.114704,11.842003,59.089985,12.608533,47.904945,40.19865,15.306942,982.1785,63.626175,12.290925,0.0,7.357875,17.50584,11.8182955,0.99775237,117.70068,38.044975,57.622723,12.69389,12.425772,25.624367,9.306539,0.6452516,239.41042,60.30604,12.761359,16.448362,24.200666,11.410786,0.86520046,247.89342,34.519577,251,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,58.720242999999996,55.550815
2015-09-09,14.471252,23.269648,14.665299,61.94839,14.459385,32.8467,37.004284,15.343886,982.36127,66.32873,14.014607,0.0,10.072793,21.83705,15.283831,0.65017337,116.34265,33.476265,60.121048,14.536241,8.687594,24.191742,10.467479,0.44352186,240.24672,60.50267,14.712982,9.802276,22.415733,13.402225,0.59182554,176.31816,40.021935,252,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,62.437668,55.313315
2015-09-10,12.981758,25.313217,20.334566,64.87965,14.40939,33.713352,40.651005,19.174417,980.69867,67.42386,14.085355,0.0,3.841261,18.063787,16.33731,0.8681182,96.222984,42.623825,62.521954,14.442653,5.0800357,23.596363,13.636539,0.37310484,182.76884,63.148396,14.423415,10.303056,24.62102,17.286907,0.7535708,163.00807,43.30199,253,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,67.92301,60.687612
2015-09-11,15.234367,25.085629,25.650185,68.06154,14.389243,41.925396,46.755806,22.831007,979.9539,71.27592,13.961474,0.0,2.9435318,19.56517,18.751072,0.78827477,117.34805,40.815,66.795074,14.290626,4.072149,24.875458,16.413418,0.47914612,193.96828,66.870155,14.346578,13.482961,25.667501,21.466433,0.67433864,151.12819,41.562077,254,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,67.229578,60.38016999999999
2015-09-12,12.855954,24.72217,21.278011,75.40268,14.865449,29.264418,40.02935,23.358633,980.38824,75.86706,14.514726,0.001955827,3.2464225,20.336456,20.27314,0.77269334,107.11576,40.929337,72.44266,14.947945,5.2224393,26.96723,19.153646,0.5567793,164.24777,71.95145,14.947961,5.454341,24.34447,18.916162,0.7684316,139.03471,42.91162,255,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,67.25609,61.265792999999995
2015-09-13,11.340006,21.286135,18.497726,74.71134,15.802555,26.331488,32.506035,20.067097,980.4775,74.930244,15.933238,0.004172439,2.6066194,14.461557,17.871143,0.90329987,104.36755,43.31445,71.433556,16.103502,6.861825,23.376314,16.471659,0.47853234,167.87411,75.63456,15.69709,9.21859,21.209074,16.620779,0.75581735,180.41347,38.63054,256,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,59.839614000000005,57.776007
2015-09-14,6.0949264,16.384329,23.801994,81.513374,16.465757,12.783254,28.97674,22.450388,977.33856,81.53121,16.373037,0.0020862024,1.4948443,12.727367,21.694574,0.79876846,108.54984,44.30652,78.106636,16.55154,3.2150872,20.954266,20.29157,0.46539488,197.08362,81.23428,16.409658,2.9390907,19.223434,23.533028,0.44370785,155.06065,42.22103,257,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,61.444463999999996,57.033887
2015-09-15,22.749546,38.438297,24.346039,87.05085,16.716192,52.578358,56.72636,25.320196,972.01447,89.32773,16.377598,0.056660738,12.443211,30.57123,23.711317,0.5591389,189.08951,17.586176,86.967186,16.628923,9.7047,34.6558,18.707743,0.30735198,223.95015,87.58044,16.621624,15.175074,41.136715,25.138128,0.35220847,188.13512,18.078697,258,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,59.215412,48.157405999999995
2015-09-16,30.209824,25.405878,31.469957,89.733376,16.650154,63.384293,40.909866,24.612467,972.633,89.662964,16.656858,0.0020210147,10.597452,23.36456,18.172503,0.6880727,80.86748,15.429564,88.63952,16.61059,17.604254,25.714363,18.424492,0.23714082,209.74803,91.02981,16.477928,38.057953,29.562128,26.184517,0.2799072,199.20924,12.309272,259,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,41.8714,38.794124
2015-09-17,22.961756,30.42111,27.599438,71.92543,19.78818,43.41205,40.38726,23.86573,969.41113,77.67744,18.688772,0.0021513999,10.771231,25.402508,20.443102,0.6517347,141.14882,23.25027,68.81216,19.538607,14.302875,28.623707,18.29155,0.5034446,221.45734,75.505035,19.56506,16.494745,24.344057,20.05655,0.61717516,209.62337,30.855513,260,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,55.199569999999994,48.652778
2015-09-18,48.93779,44.76255,47.232803,67.463356,22.913208,51.940212,50.665474,35.548153,969.0358,69.83604,22.082056,0.0,7.324476,25.739052,29.357656,0.83510786,160.65201,40.704163,63.434666,22.71359,9.0831585,27.721357,26.91783,0.7472513,174.39076,71.960594,21.905989,31.298449,39.916794,39.58555,0.74295425,209.90814,29.15426,261,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,69.071054,66.44321500000001
2015-09-19,17.861874,31.141022,27.296616,65.84979,20.466713,25.154383,45.349884,24.308279,976.2928,70.15513,20.046083,0.033183873,2.3351398,18.710466,21.261202,0.585679,128.00223,48.870903,63.456776,20.297022,3.7057576,25.717556,19.322708,0.40740284,202.75627,62.870834,20.575476,7.7701955,23.245022,22.78695,0.7474346,148.11594,59.24332,262,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,82.48834199999999,67.581369
2015-09-20,5.950483,19.427343,18.129396,78.391396,17.889288,12.044473,28.1954,16.063507,979.2631,76.7721,17.98102,0.21122783,1.1740962,13.104091,14.253549,0.777965,219.75496,44.021183,72.8119,18.084337,2.0402603,16.043362,12.459503,0.5014996,202.63708,77.37473,17.922434,1.0914266,18.345385,18.908543,0.6015505,242.99445,38.61542,263,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,56.960805,57.125274000000005
2015-09-21,4.4486437,14.28532,9.43025,59.594875,16.42026,11.242511,24.560621,6.9639153,978.3633,66.45435,16.005915,0.004107257,0.34248278,8.146918,8.887273,1.2147292,263.5456,62.44246,53.822475,16.689407,0.97721434,10.007928,3.0765884,1.4565982,299.81854,63.102753,16.453606,0.7688726,15.215081,7.1582017,1.4053946,308.94925,57.068256,264,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,72.283337,70.589378
2015-09-22,16.797245,30.347233,17.002493,63.55982,14.303195,36.11946,44.194927,14.279504,977.6035,69.97213,13.830924,0.0,4.7433906,21.931683,14.450516,0.6038253,161.09525,41.572895,61.778057,14.387643,8.27202,29.15813,11.023206,0.39940622,153.26657,64.00636,14.447791,10.700626,29.115286,13.669019,0.5110415,173.6253,39.42717,265,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,68.542456,63.504578
2015-09-23,19.15298,31.315493,21.794792,67.839165,13.799862,37.51449,45.75352,19.544123,971.29364,73.059135,13.447494,0.0,3.9331567,21.091465,16.17768,0.78448576,105.94619,47.152103,65.89814,13.927525,9.187645,28.408873,14.079528,0.502777,177.10918,69.61558,13.79651,12.614383,25.246479,18.399023,0.6408573,133.9861,43.90779,266,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,69.154269,68.243568
2015-09-24,16.575617,25.574076,20.739363,82.12766,12.288334,45.486,38.754997,21.713427,970.0036,81.59552,12.091945,0.36202058,7.094739,19.897943,16.52411,1.661579,195.34303,37.969456,79.66499,12.3615265,15.336551,27.15844,16.941004,1.2560531,223.90558,80.884056,12.205399,17.935326,29.518988,20.718733,1.5765424,252.8527,29.776016,267,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,59.295004,57.867399000000006
2015-09-25,5.2856035,14.789128,10.418246,68.08058,12.991498,16.947897,20.859795,9.236041,975.8587,69.63073,12.88311,0.064216346,0.5129946,6.3758664,9.573894,3.2651622,303.56683,63.234005,64.460365,13.028714,1.3231611,6.9919877,4.317707,2.7838326,326.7833,68.418945,12.976517,2.504965,15.110149,8.282121,2.9585972,323.36783,57.87637,268,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,72.986519,69.6098714
2015-09-26,8.300979,19.442839,11.548303,70.22539,14.177078,17.707958,25.073778,9.691345,976.3823,70.869286,14.115463,0.2194423,0.7555629,10.811795,12.45687,2.1902077,275.41458,58.13347,65.69308,14.263683,1.6197602,9.420782,5.6957774,2.9491746,321.51498,71.449,14.02,1.5724834,15.147435,10.07289,2.3924751,309.68015,56.10858,269,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,71.256015,68.945265
2015-09-27,12.57381,21.377563,15.509595,69.637245,14.39579,26.127134,34.49499,13.495412,979.98956,74.65371,13.8637085,0.024839012,1.5229385,14.224548,14.421257,0.926045,144.10533,39.50429,67.08799,14.381671,5.2475195,19.269033,9.289592,0.76287556,240.47906,72.60215,14.35658,5.1255183,19.540213,14.783681,0.82176584,192.80125,37.393272,270,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,56.933485000000005,53.728837999999996
2015-09-28,4.9066653,14.270504,14.807733,59.829845,13.2224455,14.522972,28.033096,12.623866,985.7053,66.86033,12.393512,0.0,0.40906322,11.87354,15.847515,1.2314047,157.03838,45.938778,53.210293,13.381825,0.9368494,10.918285,9.112563,1.3414813,266.00967,62.05225,13.117936,0.8014003,15.0474825,13.093995,1.0483773,247.3755,47.34309,271,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,62.3905725,57.812318
2015-09-29,19.973833,27.82215,18.240362,57.302708,12.555683,54.184025,54.65084,17.2619,989.035,64.81831,11.703239,0.0,6.2563643,23.669233,16.281557,1.1990808,97.22034,32.10766,52.956223,12.5760565,6.8568964,27.975266,11.476962,0.7962993,165.166,55.77423,12.486908,12.339003,29.944933,15.345534,1.2765137,188.35304,35.64436,272,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,65.589293,55.776893
2015-09-30,26.95261,31.40376,26.876625,65.29674,11.013317,64.41628,52.799534,21.335365,989.8279,68.5485,10.584754,0.0,5.346799,20.6409,16.079042,1.167564,49.13286,35.234215,61.670345,11.2069025,10.316153,29.411068,14.095214,0.53389114,103.694725,66.57188,10.444974,30.245068,32.853252,23.218636,0.8204358,165.37346,26.997623,273,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,59.850875,55.875114999999994
2015-10-01,33.056385,33.511833,34.950874,64.61327,11.017531,49.211483,46.441765,18.670202,990.2783,69.677055,10.445111,0.0,4.5594,16.59535,16.278908,0.6793008,109.79043,36.06839,61.873077,11.09253,8.04837,23.30224,13.737578,0.5357724,129.75746,62.68706,10.85628,12.02232,24.143469,18.413229,0.9143849,110.097145,36.16697,274,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,60.310439,52.663740000000004
2015-10-02,24.093231,30.222017,27.231493,69.60659,10.203576,42.76035,46.67843,20.283436,990.23535,70.80295,9.860296,0.0,4.3181067,23.185856,17.92,1.0556558,117.25959,29.015366,65.49073,10.570634,7.322671,29.500078,16.076214,0.46930027,150.23677,64.13779,10.433964,12.057176,32.37812,19.513988,0.6762009,243.47234,26.56182,275,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,58.93994000000001,52.201222
2015-10-03,21.451796,30.890245,29.237183,77.59144,10.794887,53.52449,48.51844,26.854568,987.3892,78.35672,10.497212,0.0,8.172408,27.88593,23.844511,1.2865026,97.21055,18.581837,73.86198,10.901635,19.578852,34.243824,23.356123,0.4027647,168.88637,73.712685,10.98806,21.265285,35.287388,25.575304,0.47945812,245.22662,17.80633,276,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,53.093717999999996,46.467766999999995
2015-10-04,18.397333,25.54918,34.80338,83.20657,12.168266,42.37482,37.91882,28.97172,981.25116,82.95925,12.14544,0.0,9.187863,22.3928,27.70497,0.76110333,107.92861,16.090618,78.85752,12.406787,18.86031,27.322618,26.205744,0.3579338,182.02733,83.15526,11.919013,22.796509,26.462553,31.406393,0.516075,188.68866,18.57265,277,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,45.035202999999996,38.483418
2015-10-05,10.184108,19.236065,22.045258,81.36048,13.979833,21.63764,30.938974,18.301188,977.38947,82.81148,13.858844,0.024904212,3.3492708,16.206118,19.618286,0.7727773,108.25094,20.895222,80.19804,13.9648285,7.354105,19.848991,16.25158,0.3847344,179.24562,83.83537,13.733036,9.394854,20.682856,20.703539,0.45893857,187.06006,22.811213,278,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,43.494068999999996,37.10134
2015-10-06,32.578403,32.768703,23.926386,76.96967,14.654433,52.999096,47.403606,18.279303,976.44684,76.72306,14.74211,0.0638252,9.537775,28.425638,15.418818,0.91546917,150.953,22.762,73.90501,14.82224,20.973997,32.61012,12.797969,0.4685985,171.23338,78.97123,14.615375,18.710503,30.205696,20.31148,0.5675132,174.41113,26.326866,279,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,56.532562,51.187638
2015-10-07,35.329536,35.837837,33.801712,84.19978,13.74715,63.387726,51.732735,26.731064,972.0623,81.76516,13.782265,0.022687605,11.495305,31.893675,22.742727,0.8278041,117.08445,13.5677805,80.8737,13.799965,25.035793,36.113274,21.513956,0.32003936,196.99626,84.96812,13.596395,33.80299,36.06026,31.109556,0.3186016,162.03186,14.488676,280,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,50.548936,45.4614555
2015-10-08,23.128897,33.306446,17.075314,92.91007,13.962302,52.16145,45.68332,14.960298,972.61304,94.41626,14.0205,0.55708015,9.900842,27.20131,13.660103,0.39617214,101.511665,11.93569,92.255104,14.018342,10.028069,27.520874,10.574153,0.26777592,153.58923,95.88913,13.980153,16.26458,31.454006,18.347818,0.19137299,217.54156,17.200918,281,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,48.654924,39.137
2015-10-09,19.777319,27.014088,15.798985,80.53446,14.248544,48.513584,44.714787,14.468293,976.919,82.489494,14.07738,0.12817033,4.454971,22.554585,10.888412,0.6462781,177.95282,21.55269,77.20591,14.245232,7.8766913,23.590261,6.761622,0.4896154,235.9641,84.43491,14.295452,13.520009,29.385555,12.904206,0.5419685,264.11496,19.862371,282,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,49.247926,44.107275
2015-10-10,30.229027,24.902887,30.677076,85.595406,13.671508,55.217484,37.411438,23.108736,979.0366,84.954704,13.700259,0.002086221,15.660373,21.955364,19.176401,0.3552924,96.30252,6.389853,82.89281,13.771876,20.142824,26.06465,17.39282,0.20692874,197.2805,87.60374,13.654065,21.462067,23.460678,25.645073,0.3135322,137.97102,8.747806,283,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,32.208484,28.345216999999998
2015-10-11,9.414033,16.243095,28.186262,91.0731,11.658894,33.511562,37.117207,24.246895,976.11444,92.62223,11.662098,0.2401741,1.0703787,13.8647785,23.77397,0.55408984,164.91768,23.06889,90.305046,11.652629,2.8029864,17.776789,19.124798,0.40458754,127.870094,93.01782,11.648312,1.8936111,14.486742,21.373285,0.7344019,100.347496,29.942038,284,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,44.42878,36.933668499999996
2015-10-12,8.312119,17.13368,10.548827,84.045074,10.421401,16.538967,24.565697,8.556222,970.6624,82.49526,10.563645,0.2787691,0.36118773,7.4353857,11.007961,0.8695107,229.821,38.470413,79.48881,10.56718,1.1595628,10.578277,6.7776794,0.8008713,236.89973,88.11964,10.364079,2.0791614,15.355222,10.079594,0.86779517,234.40863,32.459717,285,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,47.814938999999995,45.9057987
2015-10-13,18.989592,24.01955,38.65491,76.46978,7.0450974,26.710457,34.377476,33.212925,976.6497,76.4083,7.2703023,0.0,2.1084254,16.737717,31.498068,0.7643512,114.05297,32.069103,72.43287,7.3791547,3.133471,19.60928,28.757536,0.44143736,137.10698,79.7494,7.069082,3.6178377,17.477001,33.192455,0.9214895,135.79778,35.858646,286,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,53.335647,48.80682
2015-10-14,21.163511,22.896044,42.771107,91.94746,6.721823,36.819115,30.469923,40.4361,976.9899,91.14788,7.06303,0.039246935,6.524111,23.824728,39.081615,0.3258279,154.37431,12.233262,90.425896,6.868912,6.5831223,25.09237,39.54141,0.27315933,196.54097,91.97626,6.79958,6.339944,23.256687,42.29031,0.53970665,147.11317,17.77093,287,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,41.027617,36.057990000000004
2015-10-15,34.24256,28.869463,15.538486,93.72613,8.370448,62.548077,32.547985,14.073037,974.0119,95.419525,8.473724,0.69111806,11.492499,23.81804,13.272678,0.31762633,171.04901,4.6239996,93.21943,8.479245,15.034665,25.912392,10.159836,0.23317593,207.07472,96.466034,8.429081,21.47062,26.958265,14.573476,0.33645675,203.4239,6.596319,288,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,33.554584,28.4420396
2015-10-16,49.958336,30.870531,12.540452,93.374176,9.785431,74.60235,32.21451,11.305099,972.2481,96.39157,9.841139,0.46144184,20.393291,23.83975,9.507052,0.3956063,126.08832,2.1240263,94.140205,9.890617,21.644957,25.106316,6.6139984,0.206955,167.18907,98.07386,9.791494,34.621544,28.134924,11.858402,0.23393057,279.52286,3.5427883,289,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,31.677712300000003,25.9637763
